player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Deandre Ayton,aytonde01,2023,RS,PHO,2044,991,-1.506661027966289,-2.363695359075523,-3.870356387041812,-4.181065677745523,-4.415136031655506,-8.596201709401029,-2.189626086737031,-2.934941832904829,-5.12456791964186,-1.200286766966313,-1.200286766966313,0,-1.943632148608226,-2.077234657338792,-4.020866805947018,-.0264703032123198
Udoka Azubuike,azubuud01,2023,RS,UTA,141,63,.3009503387066688,3.583871835114956,3.884822173821625,-5.121538721700762,4.348504346414718,-.7730343752860431,-.8502744086237422,3.987776080981347,3.137501672357605,.190139088276065,.190139088276065,0,-.8794219149782971,.2270932318717072,-.65232868310659,.4806929345383699
Marvin Bagley III,baglema01,2023,RS,DET,1110,532,-2.005886629690145,.5380562956573314,-1.467830334032814,-1.162824037628114,-3.698792843508683,-4.861616881136796,-1.926332563982271,-.2409754627624743,-2.167308026744745,.156877368299893,.156877368299893,0,-1.699702875066222,-.4021328494345151,-2.101835724500737,-.8188750122612727
Patrick Baldwin Jr.,baldwpa01,2023,RS,GSW,196,90,-1.290859229161004,-.4395312902095989,-1.730390519370603,-7.194267859028515,-7.875823475478546,-15.07009133450706,-2.553275672848193,-1.956473367634902,-4.509749040483094,-.0815495857603207,-.0815495857603207,0,1.312310564112814,-1.656036011441821,-.3437254473290074,.9329588360437234
LaMelo Ball,ballla01,2023,RS,CHA,1054,484,1.532685630595581,-1.582595789527531,-.0499101589319499,1.28002215757145,-3.683910289499467,-2.403888131928016,1.689158247304961,-2.087363955689881,-.3982057083849206,.5880103355075605,.5880103355075605,0,2.191049627088603,-.5134988210108511,1.677550806077752,1.265280285741903
Mo Bamba,bambamo01,2023,RS,ORL,1160,567,-.398121617659175,.0849446940777565,-.3131769235814185,3.742918207151627,1.361504115601125,5.104422322752752,.4704881884443658,.3681795388645694,.8386677273089352,1.030873361690967,1.030873361690967,0,.0945693001820886,-1.644935303958314,-1.550366003776226,-.7080861602764243
Paolo Banchero,banchpa01,2023,RS,ORL,2155,1024,-1.162603542632755,-.2977315222065293,-1.460335064839284,-2.513301157795392,-2.003997304898494,-4.517298462693887,-1.456527592073968,-.6434146101142877,-2.099942202188256,.3426420780717575,.3426420780717575,0,-1.822652123874166,-1.455627558704198,-3.278279682578364,.9001217786797173
Desmond Bane,banede01,2023,RS,MEM,1143,535,3.147593281274481,-.8460838302426472,2.301509451031834,1.225083380037686,1.807544144397204,3.03262752443489,2.924385404054287,-.4099251228339096,2.514460281220377,1.446094800501166,1.446094800501166,0,2.811567518355993,.1392872311609687,2.950854749516961,.6421017269493351
Dalano Banton,bantoda01,2023,RS,TOR,472,222,-.6362069979105739,-.9292879397224242,-1.565494937632998,-6.986061395891441,-1.845647278341795,-8.831708674233235,-1.997301465177322,-1.170964641656256,-3.168266106833578,-.0472691587226418,-.0472691587226418,0,-1.254393850919257,-.8634210135390726,-2.11781486445833,-.2252162941339903
Dominick Barlow,barlodo01,2023,RS,SAS,58,26,.8738821079068921,-5.227039687511578,-4.353157579604686,-10.72444470980546,-.7821392525536061,-11.50658396235906,-1.363219892544359,-4.434868732251333,-5.798088624795692,-.0406243550192682,-.0406243550192682,0,-2.804853291846114,-4.96924760264637,-7.774100894492484,.4773533939699166
Harrison Barnes,barneha02,2023,RS,SAC,2336,1100,-.1659163474732899,.8184018922720906,.6524855447988007,1.031258576292724,-1.238227973611131,-.2069693973184064,.0543012920814772,.4555512976604388,.5098525897419159,1.826365595329921,1.826365595329921,0,.5405180372001015,.4618871127179164,1.002405149918018,-.172960461873194
Scottie Barnes,barnesc01,2023,RS,TOR,2387,1157,-.9207315400022262,.5739834847980291,-.3467480552041972,4.515271944345171,-3.088770457659508,1.426501486685663,.152736469114275,-.1492417715022571,.0034946976120178,1.617980560884815,1.617980560884815,0,1.288593381697074,.4285754344168578,1.717168816113931,-.4611274854100655
RJ Barrett,barrerj01,2023,RS,NYK,2473,1192,.3030825255154379,-1.534022111794748,-1.23093958627931,4.029667294260261,-4.06242526673797,-.0327579724777083,1.082055522377408,-2.173429450026061,-1.091373927648653,1.012987441720448,1.012987441720448,0,.6163718806426863,-1.945548853601855,-1.329176972959169,.4291160052067538
Will Barton,bartowi01,2023,RS,WAS,1467,699,-1.599265781347575,-4.650654830392841,-6.249920611740416,-4.595564482906292,-2.196979527363581,-6.792544010269873,-2.317923998385492,-4.423025531879406,-6.740949530264899,-1.417593621616526,-1.417593621616526,0,-2.075206241401479,-4.236907593699681,-6.31211383510116,-.4048661997940569
Charles Bassey,bassech01,2023,RS,SAS,667,313,-2.390444685611908,-.6374643139166625,-3.027908999528571,.6237675609316128,1.246985406427178,1.870752967358791,-1.858143943110446,-.1259692483372341,-1.98411319144768,.1223509670484647,.1223509670484647,0,-2.102875282001019,-1.32899719492477,-3.431872476925788,.0368053086290777
Keita Bates-Diop,bateske01,2023,RS,SAS,1057,497,-1.573904006523913,-1.26871482863725,-2.842618835161163,-4.584311463659532,-2.36216500414712,-6.946476467806652,-2.254322067625435,-1.486319105520169,-3.740641173145604,-.2512006440223138,-.2512006440223138,0,-2.65914928952481,-2.131308001048832,-4.790457290573642,.001753789942276
Nicolas Batum,batumni01,2023,RS,LAC,1712,806,-1.383350096769871,.4543119315233503,-.9290381652465206,-.1258751499219382,5.676730038051975,5.550854888130036,-1.175542163190826,1.536516826658353,.3609746634675264,1.283345454135616,1.283345454135616,0,-1.875787411266897,1.351095276390023,-.5246921348768736,.3199048928398794
Darius Bazley,bazleda01,2023,RS,OKC,842,395,-3.76471997844804,1.081609290113551,-2.683110688334489,-3.42197969037135,2.369037594505779,-1.052942095865571,-3.898576063546892,1.429114236127372,-2.46946182741952,.0564148816357545,.0564148816357545,0,-3.865993898611261,.850893457083042,-3.015100441528219,-.2176885552120417
Bradley Beal,bealbr01,2023,RS,WAS,1628,793,3.853537595402584,-1.060592732176607,2.792944863225978,2.979845551809015,-2.629992900853994,.3498526509550217,3.913007276856066,-1.457507865243359,2.455499411612707,2.095401110543138,2.095401110543138,0,3.834219559938772,-1.048533893392375,2.785685666546397,-.513064883992011
Malik Beasley,beaslma01,2023,RS,UTA,2238,1047,1.71418531523859,-1.966682718838862,-.2524974036002718,-2.067554941426565,-1.161639598435686,-3.229194539862251,.9862647041025121,-1.887402698573131,-.9011379944706188,.9943995406814066,.9943995406814066,0,1.885187306751741,-1.919884960037004,-.0346976532852634,.6938126939123426
MarJon Beauchamp,beaucma01,2023,RS,MIL,803,375,-3.276690214804227,.4483479285039221,-2.828342286300305,-.4353652794426351,-3.592938716171725,-4.02830399561436,-2.848408027354961,-.4096669657457,-3.258074993100661,-.0978917829563528,-.0978917829563528,0,-2.561932471134436,-.5325255480971623,-3.094458019231598,.7119653540431748
